epoch,auc,binary_accuracy,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_auc,val_binary_accuracy,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.9648202657699585,0.9262451529502869,542.0,1084.0,0.24591754376888275,0.9062851071357727,0.9508389830589294,9937.0,10483.0,0.9645900726318359,0.9357531666755676,96.0,81.0,0.29853472113609314,0.9413468241691589,0.9312320947647095,1278.0,1300.0
1,0.9617541432380676,0.9211648106575012,581.0,1157.0,0.26167160272598267,0.9002500176429749,0.9472920298576355,9866.0,10442.0,0.9724687933921814,0.9411978125572205,80.0,82.0,0.23088088631629944,0.9410495758056641,0.9424046277999878,1284.0,1309.0
2,0.9597399234771729,0.9210740923881531,544.0,1196.0,0.2680043578147888,0.8975764513015747,0.9506576061248779,9825.0,10481.0,0.949984073638916,0.9263157844543457,145.0,58.0,0.4428088068962097,0.9555555582046509,0.8958333134651184,1305.0,1247.0
